21/03/22 04:04:06: ConnectWeighingDevice: success
21/03/22 04:04:09: ConnectWeighingDevice: success
21/03/22 04:12:04: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:12:05: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:05: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:05: GetWeighingValue: weight: 0
21/03/22 04:12:06: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:12:06: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:12:07: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:08: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:08: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:08: GetWeighingValue: weight: 0
21/03/22 04:12:09: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:10: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:12:10: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:10: GetCacheItem: Value: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:10: GetWeighingValue: weight: 0
21/03/22 04:12:11: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:12:12: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:13: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:12:14: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:14: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:12:15: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:16: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:12:17: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:18: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:12:18: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:12:19: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:19: GetCacheItem: Value: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:19: GetWeighingValue: weight: 0
21/03/22 04:12:19: GetCacheItem: Value: 
21/03/22 04:12:19: GetWeighingValue: weight: 0
21/03/22 04:12:20: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:20: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:20: GetWeighingValue: weight: 0
21/03/22 04:12:21: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:22: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:12:22: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:22: GetCacheItem: Value: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:22: GetWeighingValue: weight: 0
21/03/22 04:12:23: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:12:24: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:25: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:12:26: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:26: GetCacheItem: Value: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:26: GetWeighingValue: weight: 0
21/03/22 04:12:26: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:12:27: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:28: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:12:29: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:29: GetCacheItem: Value: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:29: GetWeighingValue: weight: 0
21/03/22 04:12:30: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:12:30: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:12:31: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:32: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:32: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:32: GetWeighingValue: weight: 0
21/03/22 04:12:33: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:34: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:35: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:35: GetWeighingValue: weight: 0
21/03/22 04:12:35: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:35: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:12:36: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:37: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:38: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:38: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:38: GetWeighingValue: weight: 0
21/03/22 04:12:39: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:12:39: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:40: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:12:41: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:41: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:12:41: GetWeighingValue: weight: 0
21/03/22 04:12:42: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:12:43: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:43: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:12:43: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:12:43: GetWeighingValue: weight: 0
21/03/22 04:12:44: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:45: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:12:46: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:47: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:12:47: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:12:47: GetWeighingValue: weight: 0
21/03/22 04:12:47: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:12:48: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:12:49: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:49: GetCacheItem: Value: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:49: GetWeighingValue: weight: 0
21/03/22 04:12:50: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:12:51: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:12:51: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:52: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:52: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:12:52: GetWeighingValue: weight: 0
21/03/22 04:12:53: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:54: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:12:55: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:55: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:12:55: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:12:55: GetWeighingValue: weight: 0
21/03/22 04:12:56: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:57: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:12:58: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:59: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:12:59: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:12:59: GetWeighingValue: weight: 0
21/03/22 04:12:59: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:00: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:13:01: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:13:01: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:13:01: GetWeighingValue: weight: 0
21/03/22 04:13:02: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:03: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:13:03: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:04: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:13:04: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:13:04: GetWeighingValue: weight: 0
21/03/22 04:13:05: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:06: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:13:07: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:07: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:13:07: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:13:07: GetWeighingValue: weight: 0
21/03/22 04:13:08: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:09: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:13:10: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:11: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:13:11: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:13:11: GetWeighingValue: weight: 0
21/03/22 04:13:11: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:12: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:13:13: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:13:13: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:13:13: GetWeighingValue: weight: 0
21/03/22 04:13:14: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:13:15: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:13:16: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:13:16: GetWeighingValue: weight: 0
21/03/22 04:13:19: GetCacheItem: Value: 
21/03/22 04:13:19: GetWeighingValue: weight: 0
21/03/22 04:13:22: GetCacheItem: Value: 
21/03/22 04:13:22: GetWeighingValue: weight: 0
21/03/22 04:13:25: GetCacheItem: Value: 
21/03/22 04:13:25: GetWeighingValue: weight: 0
21/03/22 04:13:28: GetCacheItem: Value: 
21/03/22 04:13:28: GetWeighingValue: weight: 0
21/03/22 04:13:31: GetCacheItem: Value: 
21/03/22 04:13:31: GetWeighingValue: weight: 0
21/03/22 04:13:34: GetCacheItem: Value: 
21/03/22 04:13:34: GetWeighingValue: weight: 0
21/03/22 04:13:37: GetCacheItem: Value: 
21/03/22 04:13:37: GetWeighingValue: weight: 0
21/03/22 04:13:40: GetCacheItem: Value: 
21/03/22 04:13:40: GetWeighingValue: weight: 0
21/03/22 04:13:43: GetCacheItem: Value: 
21/03/22 04:13:43: GetWeighingValue: weight: 0
21/03/22 04:13:46: GetCacheItem: Value: 
21/03/22 04:13:46: GetWeighingValue: weight: 0
21/03/22 04:13:49: GetCacheItem: Value: 
21/03/22 04:13:49: GetWeighingValue: weight: 0
21/03/22 04:13:52: GetCacheItem: Value: 
21/03/22 04:13:52: GetWeighingValue: weight: 0
21/03/22 04:18:31: GetCacheItem: Value: 
21/03/22 04:18:31: GetWeighingValue: weight: 0
21/03/22 04:18:32: GetCacheItem: Value: 
21/03/22 04:18:32: GetWeighingValue: weight: 0
21/03/22 04:18:34: GetCacheItem: Value: 
21/03/22 04:18:34: GetWeighingValue: weight: 0
21/03/22 04:18:37: GetCacheItem: Value: 
21/03/22 04:18:37: GetWeighingValue: weight: 0
21/03/22 04:18:40: GetCacheItem: Value: 
21/03/22 04:18:40: GetWeighingValue: weight: 0
21/03/22 04:18:43: GetCacheItem: Value: 
21/03/22 04:18:43: GetWeighingValue: weight: 0
21/03/22 04:18:46: GetCacheItem: Value: 
21/03/22 04:18:46: GetWeighingValue: weight: 0
21/03/22 04:18:49: GetCacheItem: Value: 
21/03/22 04:18:49: GetWeighingValue: weight: 0
21/03/22 04:18:52: GetCacheItem: Value: 
21/03/22 04:18:52: GetWeighingValue: weight: 0
21/03/22 04:19:39: GetCacheItem: Value: 
21/03/22 04:19:39: GetWeighingValue: weight: 0
21/03/22 04:20:00: GetCacheItem: Value: 
21/03/22 04:20:00: GetWeighingValue: weight: 0
21/03/22 04:20:01: GetCacheItem: Value: 
21/03/22 04:20:01: GetWeighingValue: weight: 0
21/03/22 04:20:04: GetCacheItem: Value: 
21/03/22 04:20:04: GetWeighingValue: weight: 0
21/03/22 04:20:07: GetCacheItem: Value: 
21/03/22 04:20:07: GetWeighingValue: weight: 0
21/03/22 04:20:10: GetCacheItem: Value: 
21/03/22 04:20:10: GetWeighingValue: weight: 0
21/03/22 04:20:13: GetCacheItem: Value: 
21/03/22 04:20:13: GetWeighingValue: weight: 0
21/03/22 04:20:16: GetCacheItem: Value: 
21/03/22 04:20:16: GetWeighingValue: weight: 0
21/03/22 04:20:19: GetCacheItem: Value: 
21/03/22 04:20:19: GetWeighingValue: weight: 0
21/03/22 04:20:22: GetCacheItem: Value: 
21/03/22 04:20:22: GetWeighingValue: weight: 0
21/03/22 04:20:25: GetCacheItem: Value: 
21/03/22 04:20:25: GetWeighingValue: weight: 0
21/03/22 04:20:28: GetCacheItem: Value: 
21/03/22 04:20:28: GetWeighingValue: weight: 0
21/03/22 04:20:31: GetCacheItem: Value: 
21/03/22 04:20:31: GetWeighingValue: weight: 0
21/03/22 04:20:34: GetCacheItem: Value: 
21/03/22 04:20:34: GetWeighingValue: weight: 0
21/03/22 04:20:37: GetCacheItem: Value: 
21/03/22 04:20:37: GetWeighingValue: weight: 0
21/03/22 04:20:40: GetCacheItem: Value: 
21/03/22 04:20:40: GetWeighingValue: weight: 0
21/03/22 04:20:43: GetCacheItem: Value: 
21/03/22 04:20:43: GetWeighingValue: weight: 0
21/03/22 04:20:46: GetCacheItem: Value: 
21/03/22 04:20:46: GetWeighingValue: weight: 0
21/03/22 04:20:49: GetCacheItem: Value: 
21/03/22 04:20:49: GetWeighingValue: weight: 0
21/03/22 04:20:52: GetCacheItem: Value: 
21/03/22 04:20:52: GetWeighingValue: weight: 0
21/03/22 04:20:55: GetCacheItem: Value: 
21/03/22 04:20:55: GetWeighingValue: weight: 0
21/03/22 04:20:58: GetCacheItem: Value: 
21/03/22 04:20:58: GetWeighingValue: weight: 0
21/03/22 04:20:59: DisConnectWeighingDevice: error: Object reference not set to an instance of an object.
21/03/22 04:21:02: GetCacheItem: Value: 
21/03/22 04:21:02: GetWeighingValue: weight: 0
21/03/22 04:21:02: DisConnectWeighingDevice: error: Object reference not set to an instance of an object.
